   1.2259600e+01	   3.1123000e+00	   1.2399700e+01	
   1.1222300e+01	   5.4755000e+00	   1.2376500e+01	
   9.7496000e+00	   7.4421000e+00	   1.2262100e+01	
   8.6580000e+00	  -7.8417000e+00	   1.1736100e+01	
   1.0230500e+01	   5.1661000e+00	   1.4443100e+01	
   9.7778000e+00	   3.0156000e+00	   1.6372800e+01	
   7.1657000e+00	   6.8939000e+00	   1.6605900e+01	
   2.8937000e+00	   8.8818000e+00	   1.6473800e+01	
   8.6288840e+00	   1.8425462e-01	   1.7905596e+01	
   8.0909963e+00	   3.1328963e+00	   1.7970806e+01	
   4.5384000e+00	   6.5483000e+00	   1.8009700e+01	
   6.3306000e+00	   1.7536000e+00	   1.9375900e+01	
   5.3208000e+00	   3.6664000e+00	   1.9490300e+01	
   3.4676000e+00	   5.2236000e+00	   1.9578600e+01	
   1.5029000e+00	   5.9594000e+00	   1.9283100e+01	
   4.1480000e+00	   1.7919000e+00	   2.0262700e+01	
  -1.9143000e+00	   8.9429000e+00	   1.6209200e+01	
  -6.0418016e+00	   7.0952100e+00	   1.6296662e+01	
  -8.7436000e+00	   3.7921000e+00	   1.6265900e+01	
  -9.5090000e+00	   1.8238000e+00	   1.6080700e+01	
  -3.8260000e-01	   7.5449000e+00	   1.8047200e+01	
  -3.0098000e+00	   7.0735000e+00	   1.8067900e+01	
  -6.8693000e+00	   4.2461000e+00	   1.7832900e+01	
  -7.7948000e+00	   2.0874000e+00	   1.7736200e+01	
  -5.0754000e+00	   5.9445000e+00	   1.7972300e+01	
  -1.1225000e+00	   5.8301000e+00	   1.8883400e+01	
  -6.0342000e+00	   1.7230000e+00	   1.9101100e+01	
  -2.1826000e+00	   3.6247000e+00	   2.0060900e+01	
  -3.9094000e+00	   2.0340000e+00	   1.9951900e+01	
  -4.2762612e+00	  -3.8124642e-01	   2.0028623e+01	
   2.5621045e+00	   4.8625982e-03	   2.0910754e+01	
   1.2997376e+00	   1.8415198e+00	   2.0600994e+01	
   8.7012000e+00	   9.9264000e+00	   2.9254000e+00	
   6.3118000e+00	   1.1275200e+01	   3.0513000e+00	
   3.8440000e+00	   1.1982500e+01	   3.1189000e+00	
   1.1592000e+00	   1.2202600e+01	   3.1082000e+00	
   8.6388000e+00	   9.7071000e+00	   5.3626000e+00	
   3.9046000e+00	   1.1710300e+01	   5.3895000e+00	
   6.4200000e+00	   1.0848800e+01	   5.3225000e+00	
   6.5272307e+00	   1.0475964e+01	   1.0219780e+01	
   1.5739000e+00	   1.2137400e+01	   8.0970000e+00	
   7.9110000e+00	   9.0700000e+00	   1.2290100e+01	
   4.1192000e+00	   1.1418700e+01	   1.0355400e+01	
   5.8084309e+00	   1.0157213e+01	   1.2432553e+01	
   1.1419887e+00	   1.1162345e+01	   1.2518438e+01	
   6.9181854e+00	   8.4532891e+00	   1.4505553e+01	
   4.6655000e+00	   9.5902000e+00	   1.4766000e+01	
   3.3816000e+00	   1.0825300e+01	   1.2572500e+01	
   1.2901000e+00	   1.2070000e+01	   5.5800000e+00	
  -3.7311000e+00	   1.1273400e+01	   3.1147000e+00	
  -3.2388586e+00	   1.1286216e+01	   1.0252810e+01	
  -7.6799665e+00	   9.1121541e+00	   3.1884413e+00	
  -1.2152000e+00	   1.2063900e+01	   5.4913000e+00	
  -5.7986000e+00	   1.0501400e+01	   7.9309000e+00	
  -7.9260000e+00	   9.2608000e+00	   7.9360000e+00	
  -3.5065000e+00	   1.1389600e+01	   5.4769000e+00	
  -9.9800000e-01	   1.1959500e+01	   8.0303000e+00	
  -5.7139000e+00	   1.0366400e+01	   1.0221100e+01	
  -7.7509000e+00	   9.0852000e+00	   1.0221600e+01	
  -3.7794000e+00	   1.0625500e+01	   1.2415200e+01	
  -8.1391000e+00	   8.2158000e+00	   1.2489300e+01	
   5.1500000e-02	   1.0230100e+01	   1.4636300e+01	
  -2.5249000e+00	   9.9158000e+00	   1.4380500e+01	
  -4.7304000e+00	   9.2502000e+00	   1.4303000e+01	
