   1.0335758e+01	  -6.1023977e+00	   1.1838251e+01	
   1.1683200e+01	  -3.9987000e+00	   1.1987200e+01	
   1.2408700e+01	  -1.7634000e+00	   1.2058700e+01	
   1.2699500e+01	   8.5920000e-01	   1.2094200e+01	
   1.0848500e+01	  -3.5534000e+00	   1.4100100e+01	
   1.1626100e+01	  -1.3166000e+00	   1.4095400e+01	
   4.2076000e+00	  -8.1045000e+00	   1.5707900e+01	
   8.0050000e+00	  -5.5092000e+00	   1.6038900e+01	
   1.0107100e+01	  -1.5397000e+00	   1.6064900e+01	
   5.2305000e+00	  -5.8915000e+00	   1.7575400e+01	
   8.2881000e+00	  -1.8937000e+00	   1.7850900e+01	
   2.9958000e+00	  -7.0812000e+00	   1.7432900e+01	
   4.4123000e+00	  -4.4451000e+00	   1.9165300e+01	
   6.0231966e+00	  -2.5514802e+00	   1.9369048e+01	
   6.7196000e+00	  -7.4710000e-01	   1.9121300e+01	
   4.5172000e+00	  -8.7200000e-01	   2.0178200e+01	
  -9.8558000e+00	  -3.5230000e-01	   1.5999500e+01	
  -8.3130000e+00	  -4.3301000e+00	   1.6024100e+01	
  -4.8995000e+00	  -7.5404000e+00	   1.5857100e+01	
  -5.4280000e-01	  -8.9014000e+00	   1.5617200e+01	
  -7.6650000e+00	  -2.3684000e+00	   1.7605000e+01	
  -6.0468000e+00	  -4.5912000e+00	   1.7685500e+01	
  -1.9929989e+00	  -7.1083941e+00	   1.7394260e+01	
   4.4800000e-01	  -7.5310000e+00	   1.7283000e+01	
  -6.3610000e+00	  -3.5650000e-01	   1.8921400e+01	
  -4.2692000e+00	  -4.2165000e+00	   1.8870700e+01	
  -2.3290959e+00	  -5.4708507e+00	   1.8754394e+01	
  -3.4589000e+00	  -2.4029000e+00	   1.9965800e+01	
  -1.2223475e+00	  -3.8226194e+00	   1.9853536e+01	
   3.6500000e-02	  -5.6202000e+00	   1.8923600e+01	
  -2.4303000e+00	  -1.5830000e-01	   2.0461200e+01	
   1.5729000e+00	  -1.9917000e+00	   2.0665200e+01	
   1.9883000e+00	  -1.0936500e+01	   2.1454000e+00	
   4.4898000e+00	  -1.0497000e+01	   2.0818000e+00	
   6.9437000e+00	  -9.6497000e+00	   2.1428000e+00	
   9.2993000e+00	  -8.6855000e+00	   2.0815000e+00	
   4.6941195e+00	  -1.0531230e+01	   4.6195280e+00	
   9.0294993e+00	  -8.1718012e+00	   4.5613984e+00	
   2.3953000e+00	  -1.1172200e+01	   7.1420000e+00	
   7.2850000e+00	  -9.4696000e+00	   7.1772000e+00	
   9.2478000e+00	  -8.0396000e+00	   7.1163000e+00	
   4.9756821e+00	  -1.0361941e+01	   9.5615565e+00	
   9.4017000e+00	  -7.7994000e+00	   9.6202000e+00	
   1.7479000e+00	  -1.0572700e+01	   1.1824800e+01	
   6.5779000e+00	  -9.1800000e+00	   1.1773400e+01	
   3.3252000e+00	  -9.5605000e+00	   1.3785700e+01	
   5.7520000e+00	  -8.8168000e+00	   1.3791100e+01	
   7.7661000e+00	  -7.4678000e+00	   1.4005600e+01	
  -7.3409801e+00	  -8.7489870e+00	   2.2569824e+00	
  -5.2970661e+00	  -9.8927994e+00	   2.1650851e+00	
  -2.9499000e+00	  -1.0696800e+01	   2.1184000e+00	
  -3.9930000e-01	  -1.1044900e+01	   2.1317000e+00	
  -7.3521000e+00	  -8.9199000e+00	   4.7302000e+00	
  -5.1756388e+00	  -1.0099153e+01	   4.6406570e+00	
  -2.3641637e-01	  -1.1168683e+01	   4.6196745e+00	
  -2.5807098e+00	  -1.0923766e+01	   7.1922110e+00	
  -5.0150000e+00	  -1.0189900e+01	   7.2194000e+00	
  -4.9184000e+00	  -1.0118600e+01	   9.6078000e+00	
   2.0700000e-02	  -1.1257700e+01	   9.5444000e+00	
  -7.6089806e+00	  -8.0950458e+00	   1.2124215e+01	
  -3.1204595e+00	  -1.0192182e+01	   1.2001236e+01	
  -4.0863000e+00	  -9.0759000e+00	   1.3837800e+01	
  -6.6745907e-01	  -1.0688078e+01	   1.1872817e+01	
   8.3970000e-01	  -1.0041000e+01	   1.3828500e+01	
  -9.3532483e+00	   7.6107529e+00	   3.0454903e+00	
  -1.0757054e+01	   5.9171396e+00	   2.7972332e+00	
  -1.1741328e+01	   3.9368796e+00	   2.7279092e+00	
  -1.2347255e+01	   1.7315581e+00	   2.6719392e+00	
  -9.5006000e+00	   7.6649000e+00	   5.3070000e+00	
  -1.2393700e+01	   1.4964000e+00	   5.0751000e+00	
  -9.7160000e+00	   7.6734000e+00	   7.8942000e+00	
  -1.1139600e+01	   5.6993000e+00	   7.7012000e+00	
  -1.1841700e+01	   3.7334000e+00	   5.2207000e+00	
  -9.5932000e+00	   7.3608000e+00	   1.0240800e+01	
  -1.2556100e+01	   3.5229000e+00	   1.0170600e+01	
  -1.2578200e+01	   1.2620000e+00	   7.6781000e+00	
  -1.1055400e+01	   4.5853000e+00	   1.2437800e+01	
  -1.1838000e+01	  -9.7800000e-02	   1.2068500e+01	
  -8.7415000e+00	   6.2425000e+00	   1.4430500e+01	
  -1.0830000e+01	   2.0016000e+00	   1.4352900e+01	
  -1.1915500e+01	  -3.1194000e+00	   5.0627000e+00	
  -1.1853700e+01	  -3.1156000e+00	   2.4350000e+00	
   7.3211000e+00	  -9.2697000e+00	   9.6289000e+00	
  -9.2803000e+00	  -7.0314000e+00	   2.2926000e+00	
  -1.2441200e+01	  -8.4320000e-01	   5.0670000e+00	
  -1.0891600e+01	  -5.3172000e+00	   4.9594000e+00	
  -1.2061211e+01	  -3.3009590e+00	   7.6412120e+00	
  -1.0934954e+01	  -5.6254288e+00	   7.5098944e+00	
  -9.2955000e+00	  -7.2710000e+00	   4.7166000e+00	
  -1.2376000e+01	  -1.1911000e+00	   1.0164900e+01	
  -1.0599750e+01	  -5.6168971e+00	   9.8684034e+00	
  -9.1127000e+00	  -7.4455000e+00	   9.7963000e+00	
  -1.0741900e+01	  -4.4499000e+00	   1.2113200e+01	
  -1.0773100e+01	  -2.4747000e+00	   1.4223600e+01	
  -9.5413000e+00	  -4.7315000e+00	   1.4135700e+01	
  -8.1253000e+00	  -6.5312000e+00	   1.4053200e+01	
